living_area_sqft,bedrooms,bathrooms,property_age,lot_size,parking_spaces,property_condition,neighborhood_quality,distance_to_transit,distance_to_school,crime_index,accessibility_score,local_income,unemployment_rate,inflation_rate,property_price
2925.2,4,3.5,2.4,9941.8,2,Average,4.89,2.98,3.99,53.44,10.0,90.63,4.5,2.01,74.87
2043.7,3,2.0,3.2,12821.2,0,Average,7.19,1.15,2.87,44.68,10.0,105.85,5.42,3.63,64.89
1370.3,2,1.5,25.4,5025.9,1,Average,4.8,8.43,4.34,43.98,7.45,82.99,6.68,3.79,28.75
1555.6,3,2.0,10.4,7746.8,1,Good,6.58,4.02,1.55,40.52,9.27,111.12,7.85,4.24,49.03
2534.8,5,3.0,14.2,9160.7,3,Average,7.02,6.94,4.49,19.82,7.31,113.33,6.46,4.15,61.82
1547.5,4,3.0,26.7,5847.7,3,Average,3.17,1.26,1.8,69.08,9.37,57.14,6.44,3.51,42.71
2155.5,4,2.5,7.5,12918.6,2,Good,3.98,8.14,3.47,53.29,6.65,87.14,5.17,2.71,59.32
2030.3,2,1.5,24.9,10389.1,2,Fair,4.78,1.65,5.49,54.8,10.0,92.09,8.02,3.04,47.27
1590.7,2,1.0,10.5,9267.8,2,Average,4.15,0.23,1.83,63.4,10.0,102.33,5.42,3.22,41.94
4231.8,6,4.0,8.5,15274.7,3,Good,6.65,0.45,2.54,43.63,10.0,79.52,5.16,2.71,95.91
2494.6,5,3.5,7.3,8497.1,4,Average,6.94,0.5,1.85,27.94,10.0,114.6,5.62,4.21,78.13
983.6,1,1.5,60.3,4116.4,0,Average,4.59,0.94,3.43,39.6,10.0,93.87,5.49,4.17,33.59
2132.9,4,3.0,26.6,9451.4,3,Good,6.72,0.86,3.28,36.63,10.0,116.39,3.75,2.35,66.85
1585.1,3,1.5,0.4,6892.5,2,Excellent,5.74,0.39,0.78,39.65,10.0,87.43,4.43,3.16,53.76
2692.8,5,4.0,56.8,13362.0,2,Average,6.32,7.42,5.01,44.69,7.76,78.61,5.62,4.95,63.16
1514.2,2,2.0,26.9,5562.7,1,Average,5.37,5.84,0.71,37.66,8.91,108.3,4.33,4.27,39.8
1919.5,2,1.5,2.9,6766.1,1,Average,7.38,4.8,5.65,22.45,8.8,103.1,5.91,3.54,49.53
2384.5,4,3.0,1.4,8835.9,3,Excellent,9.44,,3.64,11.99,10.0,129.46,5.24,4.22,72.16
2705.4,5,4.0,6.6,11401.5,1,Excellent,7.89,1.97,1.57,25.7,10.0,144.71,6.23,4.64,90.41
1312.8,3,2.5,17.6,7240.4,3,Average,9.01,1.97,1.89,19.83,10.0,110.77,5.06,3.47,63.44
1777.4,3,2.0,17.3,7516.0,1,Good,3.97,1.17,4.37,46.99,10.0,82.18,5.73,2.38,43.59
1692.2,2,1.0,5.8,7461.3,2,Average,5.28,3.2,1.95,60.62,10.0,75.21,3.21,4.04,45.4
1589.8,1,1.5,10.6,5744.5,1,Average,7.52,0.39,3.81,28.21,10.0,100.59,3.43,4.08,50.35
3706.7,6,5.0,4.3,19365.2,3,Good,9.21,3.64,5.65,8.0,10.0,133.32,4.32,2.65,105.8
2302.5,4,3.0,0.9,11952.2,2,Excellent,7.67,2.51,5.41,33.18,10.0,122.68,5.54,3.6,75.53
1285.2,1,1.0,13.1,7317.8,1,Good,4.65,5.63,2.1,48.05,8.02,91.81,4.34,2.81,47.28
2755.2,4,3.5,7.7,6682.2,2,Good,5.72,11.73,3.28,38.48,5.36,105.89,6.0,2.17,72.08
4199.6,6,5.0,14.1,17582.0,2,Good,7.1,6.9,1.97,30.84,8.5,96.76,5.63,3.57,98.57
2868.0,4,3.0,52.7,12323.8,2,Average,6.2,4.27,4.76,38.42,10.0,80.33,4.7,4.49,66.77
1174.1,1,1.0,2.8,7098.2,1,Good,5.06,2.01,0.82,60.56,10.0,78.42,5.45,3.64,49.15
1686.7,2,1.0,0.0,,1,Good,5.98,0.97,0.55,42.82,10.0,98.61,4.71,3.53,61.43
3113.2,5,4.0,1.4,16871.6,3,Average,6.47,3.7,4.15,38.36,8.78,96.57,5.55,2.4,83.84
1559.8,2,1.5,11.2,6872.5,1,Good,4.55,0.92,0.54,54.11,10.0,30.0,4.64,3.87,48.72
2334.0,3,2.5,22.1,14270.7,1,Good,8.27,0.27,1.31,39.19,10.0,94.55,5.64,2.98,72.79
2620.5,6,4.0,15.6,11715.9,3,Good,5.71,2.92,1.61,48.88,9.92,87.28,6.7,2.82,69.54
1444.6,3,2.0,12.3,7244.3,1,Good,6.37,1.8,3.64,43.2,10.0,110.22,3.84,4.06,49.5
1957.0,3,2.5,7.9,10177.8,2,Good,8.36,6.88,2.54,25.35,9.31,108.51,4.44,2.49,61.53
800.0,1,1.0,6.7,4511.0,0,Excellent,6.28,3.52,1.34,44.2,9.88,107.43,4.48,3.24,52.53
1396.1,3,2.0,8.5,6843.2,1,Fair,8.26,3.53,0.2,28.01,10.0,99.1,5.54,2.54,45.0
1829.1,4,3.0,17.0,6431.2,3,Good,4.65,5.16,1.76,46.37,8.79,82.02,6.12,3.18,57.64
1291.1,1,1.0,3.3,5802.4,1,Excellent,7.28,1.51,2.16,32.34,10.0,112.39,3.29,1.8,62.37
3538.1,6,4.5,26.6,17910.8,3,Average,8.01,10.36,7.18,40.27,8.02,123.69,5.0,3.81,84.13
1211.3,2,1.5,15.4,4276.1,1,Average,5.01,1.0,0.3,50.38,10.0,68.46,5.23,3.69,38.8
1713.0,2,1.5,5.6,6107.6,1,Excellent,6.18,6.77,3.15,50.93,8.32,74.39,6.17,5.03,53.55
2091.8,4,3.0,12.5,6381.6,2,Average,6.22,7.94,2.55,46.19,7.91,106.65,4.21,3.58,54.6
3309.1,6,4.0,59.2,12897.4,3,Fair,6.88,0.33,2.67,39.94,10.0,82.72,6.0,2.72,70.37
1208.9,4,2.5,0.4,8698.5,3,Good,7.35,3.4,0.47,43.8,10.0,98.79,5.52,4.14,62.29
3002.2,4,4.0,4.0,9979.3,1,Average,4.86,4.63,4.02,28.44,10.0,100.37,7.15,4.13,76.08
2005.4,4,3.0,10.7,8338.5,2,Good,6.39,10.04,2.99,21.57,7.21,100.89,7.61,4.38,55.73
1417.2,2,1.5,18.3,7215.2,0,Average,9.36,1.13,1.02,27.22,10.0,137.85,6.08,1.93,49.62
2349.0,4,3.0,4.3,12722.7,3,Good,8.4,2.84,0.2,15.12,9.75,130.31,4.91,2.87,77.76
2142.4,2,2.0,48.2,5480.1,2,Average,7.93,4.95,3.56,24.8,9.84,124.43,5.74,2.72,54.52
1619.6,2,2.0,18.5,7854.7,1,Excellent,6.15,0.71,1.53,52.4,10.0,95.46,5.84,4.55,50.02
2047.6,3,2.5,37.8,9565.7,2,Good,10.0,6.34,3.05,12.31,9.76,127.38,5.78,4.0,57.02
1746.1,3,2.5,7.2,9607.6,0,Average,8.35,1.85,4.45,30.69,10.0,158.64,5.66,4.25,52.33
2079.2,3,2.5,31.8,9469.2,2,Fair,6.57,3.47,7.39,32.61,10.0,96.43,5.79,2.59,45.25
2519.3,5,3.5,8.6,14315.6,3,Good,6.9,0.34,6.59,37.09,10.0,108.95,6.35,3.5,67.51
3481.1,6,5.0,5.2,8601.2,4,Average,5.67,1.01,8.03,41.72,10.0,96.41,7.62,2.18,80.34
1295.6,3,2.0,43.7,6184.5,3,Average,7.21,2.28,5.21,43.18,10.0,100.43,3.21,2.57,41.43
4215.7,6,4.5,1.7,16354.2,2,Average,7.57,1.29,1.14,26.26,10.0,106.07,6.63,3.49,95.24
1009.1,2,1.5,51.5,4102.8,2,Good,7.76,10.33,1.43,15.93,7.43,135.13,5.36,3.57,35.01
1894.8,2,1.5,11.0,11166.9,2,Average,6.17,5.27,3.85,35.7,10.0,85.66,4.33,3.7,47.45
2455.1,5,3.5,65.0,11405.3,2,Average,3.85,6.61,2.07,51.76,6.41,75.02,3.71,2.91,49.15
2204.7,3,2.0,14.0,6584.2,2,Good,6.94,2.21,3.11,25.75,10.0,117.3,5.54,3.72,62.87
1606.9,3,2.0,25.5,7087.4,2,Good,7.77,2.25,2.24,20.94,10.0,111.38,5.24,3.4,61.15
1857.8,4,2.5,0.1,7157.3,3,Good,4.74,5.43,1.71,58.21,8.1,78.18,4.01,4.58,63.97
1681.5,3,1.5,12.4,10606.2,0,Average,6.34,1.77,0.9,46.62,10.0,111.27,5.17,3.08,52.59
1625.7,2,1.5,24.1,7289.0,3,Average,8.91,2.3,1.53,20.79,10.0,125.6,6.34,2.02,59.83
2690.2,4,3.0,27.5,12431.6,2,Fair,4.33,2.61,1.61,50.46,9.48,45.76,6.91,3.86,54.31
2264.2,5,3.5,3.1,11959.3,3,Good,5.99,3.19,1.31,32.4,9.64,114.93,5.34,3.65,73.7
1567.9,2,1.5,9.8,9384.5,1,Good,9.18,3.56,2.97,8.0,10.0,116.88,5.34,2.73,53.85
2737.7,4,2.5,9.8,14169.9,3,Average,6.78,3.85,4.58,36.25,10.0,106.03,5.89,3.16,72.07
2225.1,4,3.5,2.0,8885.1,1,Good,5.55,2.08,1.97,39.66,10.0,70.41,6.48,3.55,59.22
2655.8,5,4.0,10.5,14376.5,2,Good,6.49,1.32,3.41,48.45,10.0,92.45,5.4,3.12,70.01
2490.8,4,3.0,29.6,11619.1,3,Good,7.99,8.29,4.03,14.17,8.81,110.74,5.59,2.57,67.57
1495.0,2,2.5,6.4,9048.1,2,Fair,6.13,5.81,2.84,33.48,7.58,97.98,4.76,3.25,54.59
1642.4,2,1.5,10.2,10975.9,0,Average,7.58,0.21,4.16,28.29,10.0,99.84,5.03,4.06,57.36
2595.5,5,4.0,58.4,13267.5,3,Good,6.92,2.5,1.47,32.91,10.0,132.37,4.5,3.13,69.85
2474.1,4,2.5,0.6,13984.3,2,Excellent,7.07,1.23,3.4,45.79,10.0,106.66,4.06,3.56,70.09
1983.6,3,2.5,16.1,11388.3,1,Average,7.69,3.49,2.91,14.26,9.85,125.78,3.87,3.26,58.15
2082.0,4,2.5,24.5,8199.8,1,Excellent,5.97,2.44,5.29,37.35,9.68,93.52,4.25,2.47,62.8
3125.0,5,4.0,25.8,13118.2,3,Fair,4.8,0.27,3.46,35.52,10.0,94.16,4.18,3.32,74.02
1624.5,2,2.0,22.7,9275.7,2,Good,7.35,,0.52,39.11,10.0,80.16,5.53,3.07,56.19
2419.9,3,2.5,23.3,9990.5,3,Average,6.26,1.23,1.38,33.55,10.0,87.14,5.69,3.97,61.02
1861.7,2,2.0,1.1,11600.6,0,Excellent,5.69,1.16,4.32,41.89,10.0,83.17,4.74,4.33,60.27
1851.6,3,2.5,13.7,9539.5,2,Average,7.45,0.3,5.51,28.06,10.0,103.23,4.28,4.06,59.93
2935.3,6,4.0,27.5,14969.9,4,Average,8.8,5.84,4.39,18.36,9.7,133.45,7.57,2.85,84.48
2667.5,4,3.0,1.8,14969.9,2,Good,6.22,2.97,2.7,35.6,9.55,104.77,4.71,2.53,81.42
2656.4,4,3.5,0.2,10298.9,2,Average,6.52,2.32,2.65,27.97,10.0,98.89,4.55,2.26,76.12
3155.5,5,3.5,30.3,16480.5,2,Fair,4.37,3.8,4.71,52.62,9.12,74.6,3.47,3.53,74.04
2012.9,3,2.5,22.4,11040.1,1,Good,6.1,1.56,1.23,28.31,10.0,129.31,5.77,2.87,60.8
2536.9,3,3.0,9.6,10061.6,2,Good,6.9,2.9,3.35,38.68,9.63,108.88,7.2,2.57,63.73
1792.6,3,1.5,50.8,6851.9,3,Good,6.46,1.12,1.24,40.21,10.0,68.17,4.99,4.87,52.91
2238.3,3,3.0,26.2,12281.8,3,Fair,5.85,0.41,3.19,31.06,9.96,103.03,4.82,3.76,59.61
1909.2,3,3.0,61.9,9562.6,1,Average,7.81,2.84,2.83,44.14,10.0,122.61,5.5,3.65,53.67
2067.2,3,2.5,47.7,11018.0,1,Fair,6.6,1.0,3.27,46.26,10.0,117.18,5.54,3.61,53.16
2461.0,3,2.5,11.8,11259.7,3,Good,10.0,4.64,3.24,27.74,10.0,148.38,2.5,4.61,76.73
1500.6,3,2.5,25.3,5864.0,1,Good,6.87,2.12,1.85,31.67,10.0,91.38,5.91,3.27,48.78
4156.1,6,4.5,19.9,15352.3,3,Good,1.56,1.12,2.26,65.03,9.69,55.36,7.26,3.86,82.47
1405.1,2,1.5,30.0,6165.3,0,Excellent,4.5,3.2,1.47,57.19,9.17,78.12,5.26,4.08,46.89
1306.4,2,1.0,27.9,7816.4,2,Average,7.46,0.6,2.89,35.58,10.0,125.41,5.08,4.79,43.71
2996.9,4,3.0,3.0,8277.1,1,Good,5.34,4.79,1.32,43.48,8.62,108.1,6.07,3.4,78.33
2636.2,4,3.0,4.8,16139.2,1,Good,5.45,2.13,4.76,27.04,10.0,86.01,5.94,4.33,75.51
2486.0,4,3.0,5.6,14650.2,3,Average,4.27,5.56,2.42,43.32,8.45,86.36,5.39,2.03,63.23
2489.7,3,3.0,30.7,14907.6,3,Average,5.64,0.68,6.57,43.88,10.0,104.35,6.05,4.99,51.2
1989.6,3,2.0,30.0,7798.7,2,Average,6.85,1.74,2.52,27.54,10.0,105.99,6.1,3.72,45.39
1459.7,2,1.5,12.3,9166.1,1,Average,7.19,0.84,0.69,16.26,10.0,135.15,3.91,3.97,55.62
2051.9,3,3.0,15.7,8936.3,2,Good,4.66,0.4,4.85,45.83,10.0,93.28,3.94,2.44,61.07
1576.5,3,2.0,31.6,4786.9,2,Fair,7.95,10.15,4.88,8.0,8.59,108.23,3.78,2.39,54.55
2811.0,4,3.0,6.7,11378.9,2,Average,4.36,4.35,1.88,46.72,10.0,78.73,3.54,2.92,65.62
1898.0,3,2.0,0.9,9524.8,1,Excellent,7.29,1.46,2.4,24.9,10.0,120.86,6.09,3.41,62.46
1496.8,2,1.5,11.9,5352.8,0,Fair,7.11,1.1,1.43,30.39,10.0,133.61,6.09,3.21,41.78
1785.6,2,2.5,44.1,8887.8,2,Good,4.82,0.93,5.41,51.82,10.0,89.1,5.69,3.09,50.72
2308.9,3,2.0,28.1,7675.0,2,Average,4.6,0.34,3.39,52.64,9.34,82.0,7.03,3.25,52.85
1640.4,3,2.0,8.2,6633.8,1,Good,7.19,0.55,1.42,35.57,10.0,125.36,4.86,1.8,55.19
1498.5,2,1.5,1.2,5527.8,1,Excellent,5.49,0.55,0.87,42.39,10.0,85.09,4.44,3.72,54.05
2176.1,4,2.0,18.2,12659.2,2,Average,6.16,3.71,2.71,28.35,8.93,81.95,5.33,3.27,58.66
2177.1,2,1.5,32.4,9795.0,2,Good,7.74,3.09,1.77,25.52,10.0,123.83,6.46,4.11,66.15
1673.3,2,1.5,19.7,9921.3,2,Good,7.36,2.89,0.42,22.82,10.0,104.37,4.55,3.04,55.09
1694.5,2,2.0,10.0,8607.1,1,Good,4.85,4.44,0.94,32.81,9.57,118.81,7.34,3.12,51.25
2167.3,5,3.0,2.4,11965.9,2,Good,6.4,1.13,3.57,40.67,10.0,102.18,5.12,3.52,71.79
1203.7,2,2.0,43.5,6352.6,1,Good,4.82,1.54,0.83,35.99,10.0,90.34,5.76,3.91,40.53
1221.0,1,1.5,5.8,5996.8,2,Average,8.07,0.63,6.13,30.36,10.0,108.96,5.38,4.26,43.63
1553.9,1,1.5,4.6,,1,Average,9.27,3.04,1.39,8.0,10.0,149.26,4.76,3.37,51.58
1854.4,3,2.0,30.5,7952.5,2,Average,4.98,8.85,2.23,44.98,7.94,81.88,6.2,3.72,40.41
2227.9,4,3.0,65.0,11664.7,2,Average,6.44,6.56,1.93,31.85,8.67,97.36,2.5,3.42,56.2
3348.9,6,4.0,19.4,16567.3,3,Fair,8.15,2.79,2.81,32.48,9.98,117.33,4.83,3.18,88.57
2697.8,4,3.0,17.6,14336.9,1,Good,6.54,3.51,2.88,42.32,9.63,82.17,6.07,1.96,64.6
1889.4,4,2.5,6.9,11148.5,2,Average,7.51,14.0,1.27,21.9,5.99,107.87,3.6,3.55,56.69
1984.9,3,2.5,0.4,6633.4,3,Good,6.59,2.53,3.07,32.85,10.0,108.46,4.43,2.72,58.17
1406.9,3,3.0,3.8,7873.1,1,Fair,4.6,6.74,1.96,63.38,8.61,56.24,4.66,4.05,41.66
1985.3,2,2.0,15.8,9140.0,1,Excellent,6.71,2.42,1.47,44.34,9.89,116.52,4.84,2.75,62.35
1806.2,2,1.0,3.0,,1,Average,8.53,0.36,3.62,9.85,10.0,119.33,4.54,2.97,61.31
2237.1,2,2.0,38.7,11742.5,1,Average,7.07,8.93,2.23,41.56,7.7,109.68,4.08,2.78,63.06
1495.9,2,1.5,3.8,9700.4,1,Good,9.42,0.58,5.36,27.25,10.0,102.08,5.12,3.8,57.11
2396.5,4,3.0,13.3,6215.4,3,Good,3.31,4.1,1.15,60.95,8.47,66.23,6.09,3.17,59.1
3416.8,6,4.0,12.9,10887.3,3,Good,7.18,1.07,0.3,31.58,10.0,92.99,5.62,3.83,84.88
1923.6,3,2.5,16.7,6467.9,1,Average,5.33,7.6,3.08,40.76,8.24,81.42,6.33,1.8,57.72
2299.8,3,2.0,7.1,9316.3,3,Average,4.92,0.92,1.16,40.28,10.0,59.68,4.98,4.9,64.94
2544.1,4,2.5,37.2,13012.3,2,Fair,8.9,0.68,1.08,21.72,10.0,115.03,6.59,2.64,71.93
1736.4,2,2.0,10.6,10223.7,2,Good,6.04,2.05,1.09,38.12,10.0,92.18,3.8,3.98,62.69
2161.2,4,2.5,21.7,10500.7,4,Good,5.87,2.4,4.88,44.46,9.65,88.67,6.64,3.77,63.8
2007.0,3,2.5,18.2,12911.3,3,Good,7.12,5.67,7.6,33.23,8.24,119.25,6.4,3.93,64.02
2067.7,3,2.0,2.2,8251.9,2,Good,2.63,4.8,3.46,88.27,8.66,30.0,3.46,2.79,47.89
1524.5,4,3.0,17.5,4358.2,3,Good,8.94,1.47,1.06,26.9,10.0,127.08,5.71,3.15,71.74
2015.4,2,1.5,14.4,6030.3,1,Excellent,9.93,1.76,1.0,14.29,10.0,137.78,5.06,3.7,60.96
2378.7,3,2.5,41.2,12832.8,1,Good,8.15,2.95,7.47,8.0,10.0,112.28,5.08,3.4,63.32
3320.6,5,4.0,38.3,18266.6,2,Good,7.24,2.77,1.6,34.78,10.0,95.49,5.27,2.72,90.82
2795.4,4,3.0,2.9,13228.2,2,Average,6.11,6.54,6.35,49.49,9.58,110.7,4.52,3.83,67.93
4245.5,6,4.5,1.5,15858.7,3,Excellent,4.56,2.25,4.19,43.54,9.6,106.16,6.23,5.11,101.0
1527.6,3,2.5,6.3,6183.4,3,Good,8.65,7.37,5.34,39.84,7.11,100.47,5.2,3.08,51.23
2711.6,6,4.5,65.0,15922.8,4,Average,8.15,0.93,5.75,29.13,10.0,105.78,3.96,3.77,77.64
2130.6,2,2.0,0.4,6369.1,2,Excellent,7.31,6.67,2.51,33.63,8.01,95.01,5.16,3.57,61.08
4300.3,6,4.5,20.1,20935.1,4,Good,7.1,1.36,2.42,23.72,10.0,102.71,4.68,3.12,108.38
1505.8,2,1.5,16.9,6026.6,0,Average,7.04,5.18,2.13,41.55,9.75,123.55,5.88,4.0,47.96
1489.4,2,2.5,18.7,4688.3,2,Average,5.55,2.87,2.75,35.37,9.77,96.25,3.75,3.99,39.42
1620.1,2,2.0,4.4,8244.6,2,Average,10.0,6.87,6.31,8.0,10.0,137.85,7.4,2.99,51.97
950.2,1,1.0,4.6,3941.5,0,Good,5.99,1.04,4.97,24.55,10.0,94.07,5.33,4.47,35.81
1662.3,4,2.5,10.1,9586.5,3,Good,5.73,4.07,2.25,49.26,9.04,86.45,3.84,3.41,62.93
1532.0,3,2.0,1.8,7858.4,1,Good,8.52,6.25,2.65,23.9,9.41,133.29,4.98,4.21,52.51
2106.2,3,2.5,1.4,8850.7,0,Excellent,6.45,5.0,1.12,34.76,9.37,111.19,4.67,3.66,63.63
2252.1,5,3.0,1.7,11558.9,4,Good,6.47,2.87,5.25,40.92,10.0,107.63,4.33,3.43,79.87
3853.2,5,4.0,15.3,17387.6,2,Good,9.05,3.8,1.87,25.29,10.0,98.28,5.67,3.39,100.61
2786.8,4,3.5,9.1,9428.0,2,Average,7.72,0.9,1.98,23.52,10.0,113.98,7.65,3.91,69.68
1632.9,1,1.5,6.3,9816.4,2,Good,7.81,0.98,1.83,19.81,10.0,112.24,7.26,2.58,52.36
1459.1,2,1.0,6.8,7833.8,1,Excellent,3.95,1.2,4.44,39.69,10.0,84.28,5.42,3.68,42.77
2373.6,4,3.5,4.2,8025.8,2,Good,7.22,5.83,3.17,28.44,8.87,111.39,4.34,4.38,70.61
1258.8,2,2.0,9.5,7826.5,1,Average,4.69,0.79,0.78,38.05,9.06,86.73,5.51,3.78,41.74
3793.4,6,4.5,4.1,15227.3,3,Good,5.68,1.34,2.24,44.07,10.0,83.4,6.01,2.09,91.26
3019.4,4,3.5,21.6,17491.3,2,Good,6.82,8.3,1.09,30.47,7.76,116.54,5.42,2.36,77.44
1695.6,3,2.0,2.4,9124.8,2,Good,6.43,4.7,7.45,30.93,8.99,116.27,6.02,3.42,54.29
1097.1,2,1.5,53.3,4659.6,1,Good,7.68,4.43,0.31,37.91,9.99,90.51,5.69,2.81,42.07
3209.5,6,5.0,1.7,14021.0,3,Good,7.89,2.14,0.8,19.5,10.0,97.56,5.51,4.07,91.2
1919.7,2,1.5,51.7,9158.3,2,Good,8.02,4.08,1.0,8.13,9.89,127.93,3.86,3.04,55.96
3081.7,5,3.0,32.2,13596.6,4,Good,4.08,2.87,5.16,52.56,9.74,69.51,5.06,3.81,63.18
1143.6,1,1.0,20.5,7564.5,1,Excellent,10.0,0.44,1.42,8.0,10.0,154.4,7.3,4.85,55.96
1620.1,2,1.5,43.8,8662.4,1,Good,6.46,2.95,0.84,36.63,9.47,102.63,5.74,3.42,45.37
2001.9,4,3.0,2.7,6535.2,2,Good,8.68,2.13,2.45,10.71,10.0,134.56,6.49,2.64,73.03
2031.3,3,2.5,3.5,10039.7,2,Good,1.97,0.59,1.29,74.65,9.88,37.24,7.41,3.7,44.52
1707.0,2,1.5,5.2,10276.3,1,Excellent,6.02,1.55,1.49,31.0,10.0,99.01,3.9,3.61,57.61
2484.9,4,3.5,5.1,12274.5,2,Excellent,3.87,7.41,0.57,47.21,9.45,74.31,8.06,3.59,65.45
1375.2,1,1.0,6.7,8261.1,0,Average,4.95,5.41,2.0,53.57,8.51,72.28,6.27,4.43,44.77
1901.1,4,2.5,15.4,10552.7,2,Good,6.59,8.05,3.54,32.99,8.35,114.82,6.48,2.51,54.65
2084.1,3,2.5,0.5,6632.4,3,Good,5.9,4.24,4.15,33.98,10.0,66.29,4.46,4.15,61.55
2392.4,5,3.5,8.7,9739.4,2,Excellent,8.87,3.4,2.23,9.84,9.53,129.86,6.0,2.95,80.46
2563.3,4,3.0,5.1,12900.3,2,Excellent,9.68,0.68,2.64,10.79,10.0,118.25,4.32,4.44,87.08
1348.0,2,1.5,16.8,6509.5,1,Excellent,4.76,0.56,2.22,41.5,10.0,65.42,5.36,1.81,47.45
1168.0,1,1.0,65.0,5391.3,0,Fair,5.62,1.11,2.65,38.43,10.0,103.46,5.57,5.07,42.33
3125.0,6,4.0,13.1,14568.6,4,Good,4.64,1.41,5.07,49.62,10.0,63.01,4.94,3.2,75.13
2244.7,3,2.5,10.0,12172.0,1,Average,8.58,3.19,5.75,14.54,10.0,107.69,6.47,2.49,71.74
1537.7,3,2.0,8.3,5847.3,2,Fair,6.79,6.91,0.61,37.79,9.69,111.17,4.63,4.08,53.02
3438.9,5,4.5,27.7,11513.9,3,Average,6.56,7.28,3.26,28.99,8.35,84.87,2.99,3.78,80.59
2080.8,2,2.0,1.3,7553.7,1,Excellent,7.06,3.87,4.37,39.72,10.0,120.47,4.93,3.74,64.74
3019.2,4,3.5,57.8,14136.3,2,Fair,5.94,2.93,1.98,37.14,9.8,102.33,6.58,4.1,71.68
2046.0,2,2.0,9.7,8915.7,1,Good,4.96,1.1,3.5,43.44,10.0,71.13,7.9,3.43,49.56
4110.3,6,5.0,6.8,18492.1,3,Excellent,6.59,9.1,3.35,37.7,7.29,114.53,6.65,3.18,96.95
3693.6,5,4.0,65.0,10677.3,2,Good,6.02,3.76,2.27,42.91,8.82,67.08,6.37,2.53,76.02
1831.4,4,2.5,49.4,8976.1,2,Excellent,7.12,2.64,3.07,36.28,10.0,113.55,4.78,3.31,67.04
2807.5,4,3.0,18.5,11392.9,2,Good,3.56,0.55,1.76,44.08,10.0,48.52,7.73,3.02,61.13
2504.6,4,2.5,0.3,11445.9,3,Average,6.84,5.79,1.31,38.2,9.64,96.28,5.95,3.39,77.67
3226.1,6,4.5,24.8,13884.6,3,Average,5.26,1.57,2.06,41.75,10.0,79.06,6.0,3.48,74.88
1425.5,3,2.0,7.4,6777.8,2,Average,6.77,7.59,2.18,31.81,9.11,120.82,5.89,4.7,43.04
2540.5,4,3.0,8.8,13365.2,3,Average,8.13,0.79,1.98,23.52,10.0,111.47,3.93,2.84,70.94
2894.2,4,3.5,3.1,9104.3,3,Fair,5.5,0.36,0.79,54.22,10.0,87.13,5.62,3.29,66.11
1079.7,1,1.0,13.3,5360.1,1,Excellent,8.65,2.03,2.25,8.0,10.0,118.39,3.6,3.07,60.35
1320.6,2,1.5,24.6,6913.2,2,Average,3.37,0.46,2.61,74.04,10.0,49.96,6.11,2.35,28.7
978.7,1,1.5,5.7,4984.6,1,Excellent,9.28,0.4,4.86,22.05,10.0,117.28,5.57,5.58,53.22
1818.4,3,2.5,50.3,10747.0,1,Fair,8.73,4.2,3.8,19.53,9.83,129.71,4.5,2.7,61.05
2568.7,4,3.0,3.9,,2,Average,4.9,1.15,4.01,36.4,10.0,81.03,6.44,3.68,77.11
3380.7,6,4.5,1.2,14085.7,3,Average,4.92,3.46,1.19,33.05,9.02,92.25,4.81,4.68,83.38
2050.7,3,2.5,18.6,9726.9,1,Average,3.81,2.91,3.87,52.05,8.84,65.42,4.83,2.47,49.7
3533.4,6,4.0,34.1,10017.9,2,Good,8.16,0.69,2.9,28.59,10.0,115.89,5.79,4.06,81.15
1232.7,3,2.0,55.1,,1,Average,5.91,1.76,3.27,38.9,10.0,103.63,5.18,2.25,38.32
1100.8,2,2.0,26.2,5778.7,2,Good,5.77,0.42,1.07,46.49,10.0,86.18,5.46,2.8,53.89
1959.7,3,2.0,4.0,9750.9,3,Excellent,4.48,1.95,3.98,41.76,9.79,56.35,6.34,3.82,61.76
2285.7,3,2.5,65.0,14590.6,2,Good,9.76,0.84,2.94,9.94,10.0,149.12,4.39,3.2,77.24
1975.5,3,2.0,45.3,6133.6,2,Fair,4.75,0.52,1.8,58.9,10.0,70.13,4.29,4.49,50.38
969.1,1,1.0,3.2,5773.5,1,Average,6.54,1.42,1.94,46.9,10.0,101.19,4.94,3.5,46.25
1936.8,3,2.0,14.7,7740.0,3,Good,6.89,0.21,2.36,23.8,10.0,95.45,5.13,3.79,70.92
1265.8,3,2.0,14.6,6255.1,1,Excellent,5.78,4.74,2.49,39.99,8.93,77.88,5.91,2.88,44.27
2526.0,4,3.0,10.5,12736.7,2,Good,5.42,0.75,0.7,44.39,10.0,60.73,7.34,2.62,69.84
2271.8,3,2.5,65.0,10485.0,2,Average,5.84,3.35,1.94,35.19,10.0,96.85,5.15,2.53,52.82
1438.0,4,2.0,1.1,4377.5,2,Good,7.52,5.92,2.53,40.98,8.26,63.94,5.24,2.7,41.3
1669.3,3,2.0,17.8,8932.9,4,Average,5.88,8.17,3.45,61.26,7.71,110.74,4.48,2.88,49.93
1379.2,1,1.0,4.1,7653.8,1,Good,9.43,2.81,1.88,8.0,10.0,147.85,4.35,4.27,59.01
1954.8,3,2.5,13.5,9557.0,1,Good,5.1,5.17,1.08,51.26,7.8,70.93,5.95,3.7,52.78
